,Team,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate,year,team_year,eFG%,Loc eFG%,Rim,Short Mid,Long Mid,All Mid,Corner Three,Non Corner,All Three,Pts/Poss,HALFCOURT: Pts/Play,HALFCOURT: OREB%,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss,OFF STEALS: Freq,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play
296,Brooklyn,113.3,0.537,0.139,0.262,19.4,113.5,0.525,0.132,0.27899999999999997,20.1,2022,Brooklyn 2022,0.536,0.527,0.62,0.455,0.47700000000000004,0.46399999999999997,0.382,0.355,0.36200000000000004,113.3,96.9,0.256,0.802,19.3,17.0,110.1,2.9,0.153,126.1,1.1,0.648,126.9,1.8,0.303,125.7
297,LA Clippers,108.8,0.529,0.145,0.24100000000000002,17.1,109.0,0.512,0.139,0.276,16.5,2022,LA Clippers 2022,0.529,0.524,0.64,0.452,0.376,0.42,0.41100000000000003,0.36200000000000004,0.373,108.8,95.0,0.24100000000000002,0.799,15.9,14.8,104.5,1.3,0.16399999999999998,113.7,1.0,0.613,126.4,0.4,0.319,108.9
298,New York,110.2,0.513,0.139,0.27899999999999997,20.3,110.9,0.521,0.13,0.248,20.0,2022,New York 2022,0.513,0.537,0.62,0.373,0.379,0.376,0.379,0.35,0.35700000000000004,110.2,91.7,0.28800000000000003,0.8029999999999999,21.9,19.1,111.6,2.7,0.13699999999999998,126.1,1.5,0.635,137.2,1.2,0.248,120.6
299,San Antonio,112.0,0.528,0.126,0.268,15.0,112.8,0.536,0.13699999999999998,0.27699999999999997,17.5,2022,San Antonio 2022,0.528,0.528,0.639,0.45299999999999996,0.419,0.44299999999999995,0.381,0.344,0.353,112.0,95.1,0.271,0.787,19.8,18.1,106.4,2.8,0.162,123.3,1.9,0.667,140.6,0.7,0.319,112.7
300,Indiana,112.4,0.5329999999999999,0.147,0.292,18.4,114.7,0.54,0.13,0.26,20.9,2022,Indiana 2022,0.5329999999999999,0.542,0.649,0.42200000000000004,0.415,0.42,0.369,0.341,0.348,112.4,94.7,0.293,0.81,21.4,18.3,113.2,2.5,0.134,123.4,1.4,0.6459999999999999,136.7,1.0,0.25,116.0
301,LA Lakers,109.4,0.534,0.146,0.242,18.4,112.2,0.5379999999999999,0.14400000000000002,0.26899999999999996,19.0,2022,LA Lakers 2022,0.535,0.547,0.657,0.38799999999999996,0.39299999999999996,0.39,0.387,0.337,0.349,109.4,93.8,0.245,0.787,18.1,16.6,106.2,2.7,0.17,122.6,1.5,0.5870000000000001,136.6,1.3,0.34600000000000003,118.0
302,New Orleans,109.7,0.516,0.14800000000000002,0.281,20.1,112.5,0.541,0.14,0.248,19.9,2022,New Orleans 2022,0.516,0.536,0.634,0.436,0.4,0.42200000000000004,0.379,0.316,0.332,109.7,91.1,0.29,0.792,21.7,19.0,111.4,2.9,0.156,125.7,1.4,0.63,133.0,1.6,0.299,123.3
303,Washington,110.5,0.532,0.136,0.237,19.5,113.3,0.525,0.11900000000000001,0.259,20.6,2022,Washington 2022,0.532,0.532,0.6970000000000001,0.408,0.413,0.409,0.39899999999999997,0.32299999999999995,0.34299999999999997,110.5,96.3,0.242,0.8170000000000001,19.0,15.4,121.0,1.7,0.135,120.1,0.9,0.589,126.5,0.9,0.27,117.2
304,Sacramento,109.7,0.525,0.14300000000000002,0.253,19.6,115.6,0.55,0.133,0.271,17.8,2022,Sacramento 2022,0.525,0.5329999999999999,0.655,0.42200000000000004,0.423,0.42200000000000004,0.377,0.33399999999999996,0.344,109.7,92.8,0.257,0.802,19.1,16.3,114.9,3.1,0.153,126.8,2.1,0.615,153.2,1.0,0.299,115.9
305,Portland,109.3,0.523,0.14300000000000002,0.254,19.3,115.2,0.556,0.13699999999999998,0.24600000000000002,20.6,2022,Portland 2022,0.523,0.54,0.6,0.425,0.40399999999999997,0.41700000000000004,0.385,0.35,0.358,109.3,93.2,0.266,0.818,19.9,17.3,112.5,1.7,0.129,121.0,1.4,0.615,136.8,0.3,0.231,111.7
306,Oklahoma City,103.5,0.493,0.136,0.242,16.8,111.6,0.532,0.13699999999999998,0.26,16.5,2022,Oklahoma City 2022,0.493,0.534,0.594,0.433,0.39299999999999996,0.424,0.345,0.311,0.318,103.5,87.9,0.23600000000000002,0.809,15.6,14.7,103.5,2.4,0.145,122.0,1.6,0.622,137.8,0.9,0.258,113.8
307,Orlando,104.3,0.503,0.149,0.235,17.8,112.9,0.534,0.134,0.257,19.6,2022,Orlando 2022,0.504,0.537,0.632,0.39899999999999997,0.353,0.385,0.364,0.324,0.332,104.3,88.8,0.24,0.8079999999999999,17.6,14.8,117.0,1.9,0.146,119.7,1.5,0.619,138.1,0.4,0.285,110.9
308,Detroit,104.7,0.491,0.146,0.261,19.1,113.9,0.546,0.14800000000000002,0.28,22.3,2022,Detroit 2022,0.491,0.541,0.595,0.374,0.382,0.377,0.358,0.318,0.33,104.7,87.1,0.257,0.799,20.1,18.3,105.7,2.5,0.141,125.0,1.5,0.607,137.8,0.9,0.281,117.7
309,Houston,107.8,0.534,0.16699999999999998,0.252,20.4,117.6,0.561,0.138,0.276,20.4,2022,Houston 2022,0.534,0.556,0.636,0.366,0.303,0.35200000000000004,0.35,0.354,0.353,107.8,91.9,0.257,0.8320000000000001,19.9,15.8,124.5,1.4,0.121,116.7,1.2,0.609,130.4,0.4,0.23,111.9
